PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
,2015152208 FP,970,"Squarerut Kava Bar Barton Springs, LLC","1601 Barton Springs Rd
Austin, Tx 78704
(30.262157, -97.761847)",Food Service,Seated,10/01/2018,"1601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262157, -97.761847)",1601,"BARTON SPRINGS
",,RD,,SQUARERUT KAVA BAR,6000 S CONGRESS AVE #106,AUSTIN,TEXAS,78745,Other
,2014125328 FP,640,Silverado Senior Living - Onion Creek,"11330 Farrah Ln
Austin, Tx 78748
(30.139992, -97.80145)",Food Service,Seated,10/01/2018,"11330 FARRAH LN
AUSTIN, TX 78748
(30.139992, -97.80145)",11330,"FARRAH
",,LN,,ATTN: BRANDON PATTERSON,11330 FARRAH LANE,AUSTIN,TEXAS,78748,Nursing Home
,2008069441 FP,1000,Blue Note Bakery,"4201 S Congress Ave Unit 101
Austin, Tx 78745
(30.221101, -97.765075)",Food Service,,10/01/2018,"4201 S CONGRESS AVE Unit 101
AUSTIN, TX 78745
(30.221101, -97.765075)",4201,"CONGRESS
",S ,AVE,Unit 101,ANGELA JILES,4201 S. CONGRESS AVE. #101,AUSTIN,TEXAS,78745,Other
,2006007645 FP,850,Baskin Robbins,"12407 N Mopac Expy Nb
Austin, Tx 78758
(30.418008, -97.704522)",Food Service,Seated,10/01/2018,"12407 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.418008, -97.704522)",12407,"MOPAC EXPY
",N ,NB,,ADAM ZARAFSHARI,PO BOX 26539,AUSTIN,TX,78755,Restaurant
,2013104389 FP,502,Star Stop 77,"13466 N Us 183 Hwy
Austin, Tx 78750
(30.448177, -97.790811)",Retail Food,,10/01/2018,"13466 N US 183 HWY
AUSTIN, TX 78750
(30.448177, -97.790811)",13466,"US 183
",N ,HWY,,STAR STOP 77,"6161 SAVOY DR., STE. 1111",HOUSTON,TEXAS,77036,Convenience Store
"287383
310848",2009006343 FP,900,Bon Appetit- St. Edwards Outtakes,"3001 S Congress Ave
Austin, Tx 78704
(30.231903, -97.758818)",Retail Food,,10/01/2018,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",3001,"CONGRESS
",S ,AVE,,BON APPETIT C/O ST EDWARDS UNIVERSITY,3001 S. CONGRESS AVE.,AUSTIN,TEXAS,78704,Convenience Store
,2014132832 FP,800,Juiceland MLK,"1900 E Martin Luther King Jr Blvd
Austin, Tx 78722
(30.279832, -97.721004)",Food Service,,10/01/2018,"1900 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.279832, -97.721004)",1900,"MARTIN LUTHER KING JR
",E ,BLVD,,MAURINE WINKLEY,"415 E. ST. ELMO RD., STE. 1C",AUSTIN,TEXAS,78745,General Food Service
,2006001071 FP,500,City Star Food,"31 N Ih 35 Svrd Nb
Austin, Tx 78702
(30.254191, -97.736328)",Retail Food,,10/01/2018,"31 N IH 35 SVRD NB
AUSTIN, TX 78702
(30.254191, -97.736328)",31,"IH 35 SVRD
",N ,NB,,ISMAIL ALI,"5828 BALCONES DR., STE. #101",AUSTIN,TX,78731,Convenience Store
,2014026162 FP,520,Cafe Del Sol,"5800 E Martin Luther King Jr Blvd
Austin, Tx 78723
(30.285939, -97.666871)",Food Service,Cafeteria/Buffet,10/01/2018,"5800 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.285939, -97.666871)",5800,"MARTIN LUTHER KING JR
",E ,BLVD,,CAFE DEL SOL,6002 JAIN LANE,AUSTIN,TEXAS,78721,School
,2006007439 FP,963,Bobalu Cigar Co.,"509 E 6Th St
Austin, Tx 78701
(30.266675, -97.737866)",Food Service,Seated,10/01/2018,"509 E 6TH ST
AUSTIN, TX 78701
(30.266675, -97.737866)",509,"6TH
(30.10566, -94.16522)",E ,ST,,BOBALU CIGAR CO.,509 E 6TH,AUSTIN,TX,78701,Other
,2006005714 FP,1000,General Store,"11003 Harris Branch Pkwy
Austin, Tx 78754
(30.342758, -97.613128)",Food Service,Seated,10/01/2018,"11003 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.342758, -97.613128)",11003,"HARRIS BRANCH
",,PKWY,,SHAUKAT MAHESANIA,11003 HARRIS BRANCH PKWY,AUSTIN,TX,78754,General Food Service
104331,2007133973 FP,550,Marble Slab Creamery #602,"2901 S Capital Of Texas Hwy Nb
Austin, Tx 78746
(30.254658, -97.809462)",Food Service,Seated,10/01/2018,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2901,"CAPITAL OF TEXAS HWY
",S ,NB,,S&J ENTERPRISES,205 YUKON TERRACE,GEORGETOWN,TEXAS,78633,Restaurant
240382,2013029301 FP,1000,Naked Fox,"7950 Anderson Sq Unit 105
Austin, Tx 78757
(30.350899, -97.716215)",Food Products,,10/01/2018,"7950 ANDERSON SQ Unit 105
AUSTIN, TX 78757
(30.350899, -97.716215)",7950,"ANDERSON
",,SQ,Unit 105,"NAKED FOX, LLC/ATTN:  KATHLEEN ERB",404 W POWELL LN STE 408,AUSTIN,TEXAS,78753,Manufacturing
,2012042103 FP,1000,Juice Land Burnet,"7329 Burnet Rd Bldg A
Austin, Tx 78757
(30.349457, -97.734976)",Food Service,,10/01/2018,"7329 BURNET RD Bldg A
AUSTIN, TX 78757
(30.349457, -97.734976)",7329,"BURNET
",,RD,Bldg A,MAURINE WINKLEY,"415 E. ST. ELMA RD., STE. 1C",AUSTIN,TEXAS,78745,
,2006008934 FP,900,Cocina de Consuelo,"4516 Burnet Rd
Austin, Tx 78756
(30.316252, -97.741023)",Food Service,Carryout,10/01/2018,"4516 BURNET RD
AUSTIN, TX 78756
(30.316252, -97.741023)",4516,"BURNET
",,RD,,CONNIE RODRIGUEZ/SANDRA ESCOBAR,4516 BURNET RD,AUSTIN,TX,78756,Restaurant
,2005002431 FP,900,Target Store #96,"2300 W Ben White Blvd Wb
Austin, Tx 78704
(30.232159, -97.79183)",Food Service,Seated,10/01/2018,"2300 W BEN WHITE BLVD WB
AUSTIN, TX 78704
(30.232159, -97.79183)",2300,"BEN WHITE BLVD
",W ,WB,,TARGET CORPORATION,PO BOX 9471 CC-1028,MINNEAPOLIS,MN,55440-9471,Restaurant
,2013027564 FP,960,Ram Cafe,"900 Chicon St
Austin, Tx 78702
(30.264591, -97.721209)",Food Service,,10/01/2018,"900 CHICON ST
AUSTIN, TX 78702
(30.264591, -97.721209)",900,"CHICON
",,ST,,"A LA CARTE MENU SERVICES, INC",900 CHICON SR,AUSTIN,TX,78702,Other
,2009068230 FP,1000,Roland Soul Food & Fish Or Us,"1311 Chestnut Ave
Austin, Tx 78702
(30.275967, -97.716308)",Food Service,,10/01/2018,"1311 CHESTNUT AVE
AUSTIN, TX 78702
(30.275967, -97.716308)",1311,"CHESTNUT
",,AVE,,EDDIE L. ROLAND SR,1311 CHESTNUT AVE.,AUSTIN,TEXAS,78702,Other
,2006006827 FP,800,Subway,"4410 E Riverside Dr
Austin, Tx 78741
(30.233133, -97.72146)",Food Service,Carryout,10/01/2018,"4410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233133, -97.72146)",4410,"RIVERSIDE
",E ,DR,,"LONE STAR SUBS, LTD",500 W MLK BLVD #A,AUSTIN,TX,78701,Restaurant
,2016009798 FP,680,Aspire Food Group USA Inc,"2002 Southern Oaks Dr Unit B
Austin, Tx 78745
(30.218803, -97.796034)",Food Products,,10/01/2018,"2002 SOUTHERN OAKS DR Unit B
AUSTIN, TX 78745
(30.218803, -97.796034)",2002,"SOUTHERN OAKS
",,DR,Unit B,ASPIRE FOOD GROUP USA INC.,"2028 E. BEN WHITE BLVD, SUITE 320",AUSTIN,TEXAS,78741,Manufacturing
,2008030801 FP,700,Orbit Food Mart,"6301 N Lamar Blvd
Austin, Tx 78752
(30.331408, -97.722893)",Retail Food,,10/01/2018,"6301 N LAMAR BLVD
AUSTIN, TX 78752
(30.331408, -97.722893)",6301,"LAMAR
",N ,BLVD,,ORBIT TRADING & SERVICES LLC,6301 N. LAMAR BLVD,AUSTIN,TEXAS,78752,Convenience Store
,2013014186 FP,1000,Ed's Barbecue,"1814 Harvey St
Austin, Tx 78702
(30.282138, -97.705539)",Food Service,Seated,10/01/2018,"1814 HARVEY ST
AUSTIN, TX 78702
(30.282138, -97.705539)",1814,"HARVEY
",,ST,,EDWARD L. SWAN JR.,1814 HARVEY ST.,AUSTIN,TEXAS,78702-1663,General Food Service
,2010100294 FP,950,La Patisserie,"602 W Annie St
Austin, Tx 78704
(30.24758, -97.756199)",Food Service,,10/01/2018,"602 W ANNIE ST
AUSTIN, TX 78704
(30.24758, -97.756199)",602,"ANNIE
",W ,ST,,SORAIYA NAGREE,602 W. ANNIE ST.,AUSTIN,TEXAS,78704,Restaurant
,2013052559 FP,800,Japan Cafe & Grill,"11200 Lakeline Mall Dr Unit Vc06
Austin, Tx 78613
(30.471859, -97.802777)",Food Service,,10/01/2018,"11200 LAKELINE MALL DR Unit VC06
AUSTIN, TX 78613
(30.471859, -97.802777)",11200,"LAKELINE MALL
",,DR,Unit VC06,"XYS MANAGEMENT,INC",11200 LAKELINE DR. SPACE #VC06,CEDAR PARK,TEXAS,78613,General Food Service
,2006000930 FP,500,Kwik Mart,"1200 N Lamar Blvd
Austin, Tx 78703
(30.277061, -97.751285)",Retail Food,,10/01/2018,"1200 N LAMAR BLVD
AUSTIN, TX 78703
(30.277061, -97.751285)",1200,"LAMAR
",N ,BLVD,,MOHAMMED NATSHEH,1200 NORTH LAMAR BLVD.,AUSTIN,TX,78703,Convenience Store
,2005000239 FP,800,Kolache Shoppe,"7113 Burnet Rd Unit 112
Austin, Tx 78757
(30.347797, -97.736018)",Food Service,Carryout,10/01/2018,"7113 BURNET RD Unit 112
AUSTIN, TX 78757
(30.347797, -97.736018)",7113,"BURNET
",,RD,Unit 112,ROBERT AHRENS,7113 BURNET RD#112,AUSTIN,TX,78757,Restaurant
,2014095977 FP,800,Guckenheimer @ Google University Park,"3300 N Ih 35 Svrd Sb Unit 800
Austin, Tx 78705
(30.290971, -97.722351)",Food Service,Cafeteria/Buffet,10/01/2018,"3300 N IH 35 SVRD SB Unit 800
AUSTIN, TX 78705
(30.290971, -97.722351)",3300,"IH 35 SVRD
",N ,SB,Unit 800,GUCKENHEIMER SERVICES LLC,"THREE LAGOON DR., STE. 325",REDWOOD SHORES,CA,94065,General Food Service
,2006005679 FP,800,Staybridge Suites Holiday Inn,"10201 Stonelake Blvd
Austin, Tx 78759
(30.393747, -97.739608)",Food Service,Cafeteria/Buffet,10/01/2018,"10201 STONELAKE BLVD
AUSTIN, TX 78759
(30.393747, -97.739608)",10201,"STONELAKE
",,BLVD,,HPT PROPERTIES TRUST,10201 STONELAKE BLVD.,AUSTIN,TX,78759,Other
,2010095895 FP,800,The Eastern,"1511 E 6Th St
Austin, Tx 78702
(30.263118, -97.726742)",Food Service,Seated,10/01/2018,"1511 E 6TH ST
AUSTIN, TX 78702
(30.263118, -97.726742)",1511,"6TH
(30.10566, -94.16522)",E ,ST,,"THE EASTERN,LLC/HEATH MACINTOSH",7701 RIALTO BLVD #92,AUSTIN,TEXAS,78735,Bar
,2009000648 FP,700,Best Western Austin-South,"4323 S Ih 35 Svrd Nb
Austin, Tx 78744
(30.212548, -97.753004)",Food Service,,10/01/2018,"4323 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.212548, -97.753004)",4323,"IH 35 SVRD
",S ,NB,,"LMR, LLC",4323 S. IH 35,AUSTIN,TEXAS,78744,Other
,2011104298 FP,978.75,Westminster Manor AL & Arbour Dining Services,"4200 Jackson Ave
Austin, Tx 78731
(30.315334, -97.755077)",Food Service,Cafeteria/Buffet,10/01/2018,"4200 JACKSON AVE
AUSTIN, TX 78731
(30.315334, -97.755077)",4200,"JACKSON
",,AVE,,WESTMINSTER MANOR 501 (C) 3,4100 JACKSON AVE.,AUSTIN,TEXAS,78731,Nursing Home
,2006501013 FP,840,Lazy Lizard,"1504 E 6Th St
Austin, Tx 78702
(30.263213, -97.727019)",Food Service,Seated,10/01/2018,"1504 E 6TH ST
AUSTIN, TX 78702
(30.263213, -97.727019)",1504,"6TH
(30.10566, -94.16522)",E ,ST,,REBECCA LEDESMA,3201 CATALINA DR.,AUSTIN,TEXAS,78741,Bar
,2007143571 FP,1000,Courtney's Catering,"13233 Pond Springs Rd
Austin, Tx 78729
(30.445955, -97.77926)",Food Service,Caterer,10/01/2018,"13233 POND SPRINGS RD
AUSTIN, TX 78729
(30.445955, -97.77926)",13233,"POND SPRINGS
",,RD,,MARK DOWLING,13233 POND SPRINGS RD. #318,AUSTIN,TEXAS,78729,Restaurant
,2006009353 FP,600,La Quinta Inn #0522,"1603 E Oltorf St
Austin, Tx 78741
(30.233447, -97.739856)",Food Service,Cafeteria/Buff,10/01/2018,"1603 E OLTORF ST
AUSTIN, TX 78741
(30.233447, -97.739856)",1603,"OLTORF
",E ,ST,,LQ MANAGEMENT LLC,1603 E. OLTORF ST.,AUSTIN,TX,78741,Restaurant
,2006006101 FP,570,Springhill Suites,"10936 Stonelake Blvd
Austin, Tx 78759
(30.398647, -97.733434)",Food Service,Cafeteria/Buff,10/01/2018,"10936 STONELAKE BLVD
AUSTIN, TX 78759
(30.398647, -97.733434)",10936,"STONELAKE
",,BLVD,,SPRINGHILL SUITES- MICHAEL PRESSLER,10936 STONELAKE BLVD,AUSTIN,TX,78759,Other
,2016017916 FP,500,"Parlor Room, The","88 Rainey St
Austin, Tx 78701
(30.25986, -97.738381)",Food Service,,10/01/2018,"88 RAINEY ST
AUSTIN, TX 78701
(30.25986, -97.738381)",88,"RAINEY
",,ST,,PARLOR ROOM,815A BRAZOS #391,AUSTIN,TEXAS,78701,Bar-beverages only
,2014088218 FP,814,RC Mart,"2901 Medical Arts St Unit 400
Austin, Tx 78705
(30.288704, -97.728825)",Retail Food,,10/01/2018,"2901 MEDICAL ARTS ST Unit 400
AUSTIN, TX 78705
(30.288704, -97.728825)",2901,"MEDICAL ARTS
",,ST,Unit 400,STC VENTURES INC,2901 MEDICAL ARTS #400,AUSTIN,TEXAS,78705,Convenience Store
,2014010523 FP,800,A New Entry @ The McCabe Center,"1915 E Martin Luther King Jr Blvd
Austin, Tx 78702
(30.279945, -97.720338)",Food Service,Seated,10/01/2018,"1915 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279945, -97.720338)",1915,"MARTIN LUTHER KING JR
",E ,BLVD,,"ANEWENTRY, INC.",6633 E HWY 290 #212,AUSTIN,TEXAS,78723,General Food Service
,2015031468 FP,500,Home 2 Suites Austin North,"2800 Esperanza Xing
Austin, Tx 78758
(30.398148, -97.718424)",Food Service,Seated,10/01/2018,"2800 ESPERANZA XING
AUSTIN, TX 78758
(30.398148, -97.718424)",2800,"ESPERANZA
",,XING,,ALKESH PATEL,2800 ESPERANZA CROSSING,AUSTIN,TEXAS,78758,
,2009128213 FP,900,ABIA Wok N Roll,"3600 Presidential Blvd
Austin, Tx 78719
(30.202654, -97.667216)",Food Service,Carry Out,10/01/2018,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202654, -97.667216)",3600,"PRESIDENTIAL
",,BLVD,,FREDERICK W. CHANG,3600 PRESIDENTIAL BLVD. #203,AUSTIN,TEXAS,78719,Restaurant
,2013053964 FP,520,La Quinta Inn & Suites,"10701 Lakeline Mall Dr
Austin, Tx 78717
(30.475633, -97.792491)",Food Service,Seated,10/01/2018,"10701 LAKELINE MALL DR
AUSTIN, TX 78717
(30.475633, -97.792491)",10701,"LAKELINE MALL
",,DR,,MAHESH RAMACHANDRAN,12304 LAS FLORES DR,AUSTIN,TEXAS,78732,Other
,2005005308 FP,750,Taco Xpress,"2529 S Lamar Blvd
Austin 78704
(30.2463, -97.778596)",Food Service,Seated,10/01/2018,"2529 S LAMAR BLVD
AUSTIN 78704
(30.2463, -97.778596)",2529,"LAMAR
",S ,BLVD,,MARIA CORBALAN,2529 S LAMAR BLVD,AUSTIN,TX,78704,Restaurant
,2010081117 FP,900,Bar 96,"96 Rainey St
Austin, Tx 78701
(30.260778, -97.738051)",Food Service,,10/01/2018,"96 RAINEY ST
AUSTIN, TX 78701
(30.260778, -97.738051)",96,"RAINEY
",,ST,,ATTN:  BRIDGET DUNLAP,96 RAINEY ST,AUSTIN,TEXAS,78701,Bar
,2006006702 FP,1000,House of Little Angels,"735 Turtle Creek Blvd
Austin 78745
(30.203574, -97.785491)",Food Service,Cafeteria/Buff,10/01/2018,"735 TURTLE CREEK BLVD
AUSTIN 78745
(30.203574, -97.785491)",735,"TURTLE CREEK
",,BLVD,,GLORIA ESPINOSA,735 TURTLE CREEK BLVD,AUSTIN,TX,78745,Child Care
,2009106079 FP,900,Antojitos La Botanita,"10601 N Lamar Blvd
Austin, Tx 78753
(30.374802, -97.690411)",Food Service,,10/01/2018,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374802, -97.690411)",10601,"LAMAR
",N ,BLVD,,AURELIA TOVAR,9801 PARKFIELD DR.,AUSTIN,TEXAS,78753,Restaurant
,2013122856 FP,625,Alta's Cafe,"74 Trinity St
Austin, Tx 78701
(30.261509, -97.741412)",Food Service,,10/01/2018,"74 TRINITY ST
AUSTIN, TX 78701
(30.261509, -97.741412)",74,"TRINITY
",,ST,,ALTA'S CAFE,74 TRINITY,AUSTIN,TEXAS,78701,General Food Service
,2014106857 FP,800,COTA - Pizza Hut Grand Plaza,"9201 Circuit Of The Americas Blvd
Austin, Tx 78617
(30.134236, -97.645076)",Food Service,,10/01/2018,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",9201,"CIRCUIT OF THE AMERICAS
",,BLVD,,RYAN SANDERS SPORTS SERVICES LLC,9201 CIRCUIT OF THE AMERICAS BLVD,DEL VALLE,TEXAS,78617,Concession Stand
440718,2014002626 FP,734,Mi Pizza,"10505 N Fm 620 Rd
Austin, Tx 78726
(30.443982, -97.832877)",Food Service,,10/01/2018,"10505 N FM 620 RD
AUSTIN, TX 78726
(30.443982, -97.832877)",10505,"FM 620
",N ,RD,,PRIMA PIZZA PASTA,10505 FM 620 N,AUSTIN,TEXAS,78726,General Food Service
,2015046033 FP,900,Rhino Room,"1012 E 6Th St
Austin, Tx 78702
(30.264856, -97.731799)",Food Service,,10/01/2018,"1012 E 6TH ST
AUSTIN, TX 78702
(30.264856, -97.731799)",1012,"6TH
(30.10566, -94.16522)",E ,ST,,RHINO ROOM,1012 E 6TH ST,AUSTIN,TEXAS,78702,Bar-beverages only
,2015001082 FP,950,South Oaks Nursing & Rehab Center,"2101 Frate Barker Rd
Austin, Tx 78748
(30.149558, -97.840759)",Food Service,,10/01/2018,"2101 FRATE BARKER RD
AUSTIN, TX 78748
(30.149558, -97.840759)",2101,"FRATE BARKER
",,RD,,SOUTH OAKS NURSING & REHAB CENTER,2101 FRATE BARKER,AUSTIN,TEXAS,78748,Nursing Home
,2005007819 FP,900,Soup Peddler Mary,"501 W Mary St
Austin, Tx 78704
(30.246465, -97.755892)",Food Service,Carryout,10/01/2018,"501 W MARY ST
AUSTIN, TX 78704
(30.246465, -97.755892)",501,"MARY
",W ,ST,,DAVID ANSEL,7200 COOPER LN,AUSTIN,TX,78745,Restaurant
,2008050874 FP,980,West 4th - Spirited Food Co,"1208 W 4Th St
Austin, Tx 78703
(30.27111, -97.759167)",Food Service,Caterer,10/01/2018,"1208 W 4TH ST
AUSTIN, TX 78703
(30.27111, -97.759167)",1208,"4TH
(41.652949, -83.532156)",W ,ST,,ANDREW BROOKS,7706 LAZY LANE,AUSTIN,TX,78757,Other
,2006009283 FP,600,Dolores Catholic Church,"1111 Montopolis Dr
Austin, Tx 78741
(30.232626, -97.698558)",Food Service,Seated,10/01/2018,"1111 MONTOPOLIS DR
AUSTIN, TX 78741
(30.232626, -97.698558)",1111,"MONTOPOLIS
",,DR,,JOE LOPEZ,1111 MONTOPOLIS DR.,AUSTIN,TX,78741,Restaurant
,2006000993 FP,600,Beverage Barn,"2001 E Riverside Dr
Austin, Tx 78741
(30.241489, -97.728133)",Retail Food,,10/01/2018,"2001 E RIVERSIDE DR
AUSTIN, TX 78741
(30.241489, -97.728133)",2001,"RIVERSIDE
",E ,DR,,ZAFAR SHAIKH,2001 E RIVERSIDE DR,AUSTIN,TX,78741,Convenience Store
,2005002231 FP,1000,La Perla,"1512 E 6Th St
Austin, Tx 78702
(30.2631, -97.726689)",Food Service,Seated,10/01/2018,"1512 E 6TH ST
AUSTIN, TX 78702
(30.2631, -97.726689)",1512,"6TH
(30.10566, -94.16522)",E ,ST,,ENEDINA S. COSTILLA,6113 CLUB TERRACE,AUSTIN,TX,78741,Bar
,2016048834 FP,800,Mexican Tropical Fruit,"7135 N Lamar Blvd
Austin, Tx 78752
(30.339223, -97.717966)",Food Service,,10/01/2018,"7135 N LAMAR BLVD
AUSTIN, TX 78752
(30.339223, -97.717966)",7135,"LAMAR
",N ,BLVD,,ALEJANDRA SUGIA,7135 NORTH LAMAR,AUSTIN,TEXAS,78752,General Food Service
,2006001200 FP,950,Delaware Subs Shop,"8105 Mesa Dr
Austin, Tx 78759
(30.371779, -97.75711)",Food Service,Seated,10/01/2018,"8105 MESA DR
AUSTIN, TX 78759
(30.371779, -97.75711)",8105,"MESA
",,DR,,PETE ADEMSKI,6626 SILVERMINE DR #400,AUSTIN,TX,78736,Restaurant
,2015113735 FP,924,Filipino Asian Mart,"615 W Slaughter Ln Unit 110
Austin, Tx 78748
(30.172862, -97.800081)",Food Service,Carry Out,10/01/2018,"615 W SLAUGHTER LN Unit 110
AUSTIN, TX 78748
(30.172862, -97.800081)",615,"SLAUGHTER
",W ,LN,Unit 110,MARLON ALALAY,615 W. SLAUGHTER LANE UNIT. 110,AUSTIN,TEXAS,78748,General Food Service
,2006502083 FP,900,Baskin Robbins,"730 W Stassney Ln Unit 150
Austin, Tx 78745
(30.209029, -97.78292)",Food Service,Carry Out,10/01/2018,"730 W STASSNEY LN Unit 150
AUSTIN, TX 78745
(30.209029, -97.78292)",730,"STASSNEY
",W ,LN,Unit 150,JAI J. PATEL,"730 W STASSNEY LANE, STE. 155",AUSTIN,TEXAS,78745,Restaurant
,2013120037 FP,700,Dolce Neve,"1713 S 1St St
Austin, Tx 78704
(30.247713, -97.755723)",Food Service,,10/01/2018,"1713 S 1ST ST
AUSTIN, TX 78704
(30.247713, -97.755723)",1713,"1ST
(42.320015, -85.185652)",S ,ST,,MARCO SILVESTRINI,1713 S. 1ST ST.,AUSTIN,TEXAS,78704,
,2013004183 FP,600,Growler Room,"6800 Burnet Rd Unit 2
Austin, Tx 78757
(30.34407, -97.738228)",Retail Food,,10/01/2018,"6800 BURNET RD Unit 2
AUSTIN, TX 78757
(30.34407, -97.738228)",6800,"BURNET
",,RD,Unit 2,DEAN SCHLETT,"6800 BURNET ROAD, SUITE 2",AUSTIN,TEXAS,78757,Other
,2006002567 FP,600,Highland Lanes Tavern,"8909 Burnet Rd
Austin, Tx 78757
(30.372042, -97.726568)",Food Service,Seated,10/01/2018,"8909 BURNET RD
AUSTIN, TX 78757
(30.372042, -97.726568)",8909,"BURNET
",,RD,,JOHN P. DONOVAN,5700 GROVER AVE,AUSTIN,TX,78756,Bar
,2015124098 FP,600,Hyatt Place Austin Arboretum,"3612 Tudor Blvd
Austin, Tx 78759
(30.384463, -97.738206)",Food Service,,10/01/2018,"3612 TUDOR BLVD
AUSTIN, TX 78759
(30.384463, -97.738206)",3612,"TUDOR
",,BLVD,,AUSTIN BY LCP OPERATING GROUP LL,269 HANOVER ST #2,HANOVER,MA,2339,General Food Service
,2006002580 FP,700,Lil'Angels Day Care,"6006 Cameron Rd
Austin, Tx 78723
(30.317597, -97.699278)",Food Service,Seated,10/01/2018,"6006 CAMERON RD
AUSTIN, TX 78723
(30.317597, -97.699278)",6006,"CAMERON
",,RD,,VIOLETA STAVROU,6006 CAMERON RD,AUSTIN,TX,78723,Child Care
,2006000142 FP,1000,Dairy Queen,"8728 N Lamar Blvd
Austin, Tx 78753
(30.356034, -97.701937)",Food Service,Seated,10/01/2018,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356034, -97.701937)",8728,"LAMAR
",N ,BLVD,,CHARLES DAVIS,8728 N LAMAR,AUSTIN,TX,78753,Restaurant
,2015006168 FP,800,Chow Town Foods,"2600 E Cesar Chavez St
Austin, Tx 78702
(30.253841, -97.715237)",Food Service,Caterer,10/01/2018,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253841, -97.715237)",2600,"CESAR CHAVEZ
",E ,ST,,STEPHANIE CARDENAS,PO BOX 6710,AUSTIN,TEXAS,78762,Other
,2005000229 FP,1000,Habitat Hotel,"500 E Highland Mall Blvd
Austin, Tx 78752
(30.328255, -97.710264)",Food Service,Cafeteria/Buff,10/01/2018,"500 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.328255, -97.710264)",500,"HIGHLAND MALL
",E ,BLVD,,EDUARDO LONGORIA,500 E HIGHLAND MALL,AUSTIN,TX,78752,Restaurant
,2006002076 FP,960,Afri Carib Market,"825 E Rundberg Ln Unit F-5
Austin, Tx 78753
(30.357466, -97.686736)",Retail Food,,10/01/2018,"825 E RUNDBERG LN Unit F-5
AUSTIN, TX 78753
(30.357466, -97.686736)",825,"RUNDBERG
",E ,LN,Unit F-5,WALTER APENYO,825 E RUNDBERG LN STE F-5,AUSTIN,TX,78753,Supermarket
,2005005969 FP,720,Taco Deli,"1500 Spyglass Dr
Austin, Tx 78746
(30.25864, -97.786749)",Food Service,Seated,10/01/2018,"1500 SPYGLASS DR
AUSTIN, TX 78746
(30.25864, -97.786749)",1500,"SPYGLASS
",,DR,,"TACODELI,LLC/R.ESPINOSA/E.WILKERSON",PO BOX 5575,AUSTIN,TX,78763,Restaurant
,2015001090 FP,950,Riverside Nursing & Rehab Center,"6801 E Riverside Dr
Austin, Tx 78741
(30.223087, -97.699223)",Food Service,,10/01/2018,"6801 E RIVERSIDE DR
AUSTIN, TX 78741
(30.223087, -97.699223)",6801,"RIVERSIDE
",E ,DR,,RIVERSIDE NURSING & REHAB CENTER,6801 E RIVERSIDE DR,AUSTIN,TEXAS,78741,Nursing Home
,2012027859 FP,600,Juiceland Food,"4500 Duval St
Austin, Tx 78751
(30.307052, -97.724571)",Food Products,,10/01/2018,"4500 DUVAL ST
AUSTIN, TX 78751
(30.307052, -97.724571)",4500,"DUVAL
",,ST,,MAURINE WINKLEY,"415 E. ST. ELMA RD., STE. 1C",AUSTIN,TEXAS,78745,Manufacturing
,2006003265 FP,1000,"Chicken Bowl, The","1610 Lavaca St
Austin, Tx 78701
(30.278851, -97.741437)",Food Service,Seated,10/01/2018,"1610 LAVACA ST
AUSTIN, TX 78701
(30.278851, -97.741437)",1610,"LAVACA
",,ST,,BLANCA CHAVERO,1610 LAVACA ST.,AUSTIN,TX,78701,Restaurant
,2006002123 FP,800,Comal Food Mart,"220 Comal St
Austin, Tx 78702
(30.260222, -97.727887)",Retail Food,,10/01/2018,"220 COMAL ST
AUSTIN, TX 78702
(30.260222, -97.727887)",220,"COMAL
",,ST,,FERAS ZAID,220 COMAL ST.,AUSTIN,TX,78702,Convenience Store
